J, Jp,  transition energy (au), line strength (au), the level inverse lifetime (au), transition energy (nm) ,linewidth (Hz)
8.0,8.0,0.31953708,2.43e-6,0.0,143.0,0.0
8.0,8.0,0.32004875,1.933e-5,0.0,142.0,0.0
8.0,8.0,0.32068983,7.391e-7,0.0,142.0,0.0
8.0,8.0,0.32263766,0.002179,0.0,141.0,0.0
8.0,8.0,0.32544527,6.11e-5,0.0,140.0,0.0
8.0,8.0,0.32999066,0.001076,0.0,138.0,0.0
8.0,8.0,0.33228067,0.0001153,0.0,137.0,0.0
8.0,8.0,0.33282014,3.719e-5,0.0,137.0,0.0
8.0,8.0,0.33389999,3.259e-6,0.0,136.0,0.0
8.0,8.0,0.33510605,4.646e-5,0.0,136.0,0.0
8.0,8.0,0.33560998,1.852e-5,0.0,136.0,0.0
8.0,8.0,0.33641736,5.046e-7,0.0,135.0,0.0
8.0,8.0,0.34050256,0.000435,0.0,134.0,0.0
8.0,8.0,0.34087071,0.0001769,0.0,134.0,0.0
8.0,8.0,0.34435904,2.784e-5,0.0,132.0,0.0
8.0,8.0,0.34659255,0.0001124,0.0,131.0,0.0
8.0,8.0,0.34821643,7.332e-7,0.0,131.0,0.0
8.0,8.0,0.34860918,0.0007215,0.0,131.0,0.0
8.0,8.0,0.3493063,3.012e-5,0.0,130.0,0.0
8.0,8.0,0.35136621,2.447e-6,0.0,130.0,0.0
8.0,8.0,0.35244561,0.0009099,0.0,129.0,0.0
8.0,8.0,0.35456248,0.0002148,0.0,128.0,0.0
8.0,8.0,0.35913065,0.0003197,0.0,127.0,0.0
8.0,8.0,0.36105297,0.0002889,0.0,126.0,0.0
8.0,8.0,0.36218658,0.0003369,0.0,126.0,0.0
8.0,8.0,0.37250849,0.000605,0.0,122.0,0.0
8.0,8.0,0.37319239,0.0005297,0.0,122.0,0.0
8.0,8.0,0.37773323,5.431e-5,0.0,121.0,0.0
8.0,8.0,0.37806083,0.004595,0.0,120.0,0.0
8.0,8.0,0.3818886,9.333e-8,0.0,119.0,0.0
8.0,8.0,0.38600068,4.085e-5,0.0,118.0,0.0
8.0,8.0,0.38721768,0.0009435,0.0,118.0,0.0
8.0,8.0,0.38789976,0.003441,0.0,117.0,0.0
8.0,8.0,0.38946258,0.001985,0.0,117.0,0.0
8.0,8.0,0.39282925,0.0713,0.0,116.0,0.0
8.0,8.0,0.39464085,0.05,0.0,115.0,0.0
8.0,8.0,0.39740472,0.000159,0.0,115.0,0.0
8.0,8.0,0.40003235,0.0008739,0.0,114.0,0.0
8.0,8.0,0.4027985,0.05941,0.0,113.0,0.0
8.0,8.0,0.412267,8.49e-5,0.0,110.0,0.0
8.0,8.0,0.41954983,3.296e-5,0.0,109.0,0.0
8.0,8.0,0.42226267,0.001305,0.0,108.0,0.0
8.0,8.0,0.42391115,0.003601,0.0,107.0,0.0
8.0,8.0,0.43286434,0.001587,0.0,105.0,0.0
8.0,8.0,0.43635266,0.001041,0.0,104.0,0.0
8.0,8.0,0.43833056,0.004558,0.0,104.0,0.0
8.0,8.0,0.44159927,0.0005994,0.0,103.0,0.0
8.0,8.0,0.44708828,0.0004992,0.0,102.0,0.0
8.0,8.0,0.44957376,1.367e-6,0.0,101.0,0.0
8.0,8.0,0.45152478,1.19e-6,0.0,101.0,0.0
8.0,8.0,0.45188245,4.415e-5,0.0,101.0,0.0
8.0,8.0,0.45555576,4.738e-9,0.0,100.0,0.0
8.0,8.0,0.45896799,0.001163,0.0,99.0,0.0
8.0,8.0,0.46267821,0.002388,0.0,98.0,0.0
8.0,8.0,0.46740631,8.475e-5,0.0,97.0,0.0
8.0,8.0,0.47173801,2.253e-5,0.0,97.0,0.0
8.0,8.0,0.47285431,2.578e-7,0.0,96.0,0.0
8.0,8.0,0.4805422,0.0012,0.0,95.0,0.0
8.0,8.0,0.50753343,8.832e-8,0.0,90.0,0.0
8.0,8.0,0.52671238,3.958e-6,0.0,86.0,0.0
8.0,8.0,0.52876455,3.041e-5,0.0,86.0,0.0
8.0,8.0,0.53798428,4.118e-6,0.0,85.0,0.0
8.0,8.0,0.60152455,0.0001861,0.0,76.0,0.0
8.0,9.0,0.045522132,0.0002923,7.609e-16,1001.0,5.0
8.0,9.0,0.061491878,0.0427,2.704e-13,741.0,1779.0
8.0,9.0,0.072775259,2.546,2.696e-11,626.0,177380.0
8.0,9.0,0.076171728,0.004322,5.277e-14,598.0,347.0
8.0,9.0,0.080770703,0.4661,6.712e-12,564.0,44161.0
8.0,9.0,0.099503588,0.5881,1.585e-11,458.0,104283.0
8.0,9.0,0.10815177,145.3,5.074e-9,421.0,3.3383803e7
8.0,9.0,0.14857045,0.1774,1.599e-11,307.0,105204.0
8.0,9.0,0.15701515,0.2467,2.651e-11,290.0,174420.0
8.0,9.0,0.15963777,0.1499,1.684e-11,285.0,110797.0
8.0,9.0,0.16115047,0.02467,3.617e-11,283.0,237976.0
8.0,9.0,0.16684087,3.664,4.68e-10,273.0,3.079153e6
8.0,9.0,0.16821551,0.02003,4.137e-12,271.0,27219.0
8.0,9.0,0.17190705,14.38,2.008e-9,265.0,1.3211407e7
8.0,9.0,0.17307848,3.789,5.421e-10,263.0,3.566685e6
8.0,9.0,0.17579178,0.08409,1.471e-11,259.0,96783.0
8.0,9.0,0.17768858,0.008296,1.728e-11,256.0,113692.0
8.0,9.0,0.17992938,1.019,1.813e-10,253.0,1.192843e6
8.0,9.0,0.18393029,1.169,2.479e-10,248.0,1.63103e6
8.0,9.0,0.18650507,0.002591,1.089e-11,244.0,71650.0
8.0,9.0,0.18750792,0.009709,3.677e-12,243.0,24192.0
8.0,9.0,0.18934685,0.00694,1.783e-11,241.0,117310.0
8.0,9.0,0.18961203,0.2541,5.348e-11,240.0,351866.0
8.0,9.0,0.19137259,0.0002656,3.585e-10,238.0,2.35871e6
8.0,9.0,0.1920123,0.3317,5.584e-10,237.0,3.673929e6
8.0,9.0,0.19294225,0.5361,1.889e-9,236.0,1.242846e7
8.0,9.0,0.19551247,0.1939,1.926e-10,233.0,1.26719e6
8.0,9.0,0.2001048,0.004794,8.845e-10,228.0,5.819467e6
8.0,9.0,0.20034856,0.0004293,8.89e-12,227.0,58491.0
8.0,9.0,0.20090398,0.04585,1.106e-9,227.0,7.276801e6
8.0,9.0,0.20475362,0.228,3.427e-10,222.0,2.254755e6
8.0,9.0,0.20599248,0.0004088,2.29e-12,221.0,15067.0
8.0,9.0,0.21060622,0.01276,2.352e-11,216.0,154747.0
8.0,9.0,0.21243877,0.005794,3.242e-11,214.0,213304.0
8.0,9.0,0.21286889,0.009269,7.944e-12,214.0,52267.0
8.0,9.0,0.2149124,0.02013,1.45e-11,212.0,95401.0
8.0,9.0,0.21574667,0.0003891,4.663e-12,211.0,30680.0
8.0,9.0,0.21732771,0.005108,4.881e-11,210.0,321140.0
8.0,9.0,0.21978221,1.226e-5,7.04e-12,207.0,46319.0
8.0,9.0,0.22194373,0.0006441,1.629e-10,205.0,1.071782e6
8.0,9.0,0.22254198,0.0001481,1.115e-10,205.0,733602.0
8.0,9.0,0.22277708,0.0004734,1.265e-11,204.0,83229.0
8.0,9.0,0.22465338,3.266e-8,1.405e-11,203.0,92440.0
8.0,9.0,0.22684679,0.01263,3.403e-9,201.0,2.238965e7
8.0,9.0,0.23000478,3.809e-6,0.0,198.0,0.0
8.0,9.0,0.23020253,0.002503,0.0,198.0,0.0
8.0,9.0,0.23176125,0.0001534,0.0,197.0,0.0
8.0,9.0,0.23236587,0.001443,0.0,196.0,0.0
8.0,9.0,0.23315184,0.0001749,0.0,195.0,0.0
8.0,9.0,0.23349812,0.0001972,0.0,195.0,0.0
8.0,9.0,0.23353001,0.003785,0.0,195.0,0.0
8.0,9.0,0.23461533,0.0008219,0.0,194.0,0.0
8.0,9.0,0.23778016,0.05086,0.0,192.0,0.0
8.0,9.0,0.2413997,0.005748,0.0,189.0,0.0
8.0,9.0,0.2425602,6.802e-5,0.0,188.0,0.0
8.0,9.0,0.24286001,0.0007879,0.0,188.0,0.0
8.0,9.0,0.2437453,0.004995,0.0,187.0,0.0
8.0,9.0,0.24415583,0.03463,0.0,187.0,0.0
8.0,9.0,0.2459615,0.0349,0.0,185.0,0.0
8.0,9.0,0.25105411,0.006341,0.0,181.0,0.0
8.0,9.0,0.25185967,0.001254,0.0,181.0,0.0
8.0,9.0,0.25485272,0.007728,0.0,179.0,0.0
8.0,9.0,0.25713772,0.002016,0.0,177.0,0.0
8.0,9.0,0.25776968,2.256e-6,0.0,177.0,0.0
8.0,9.0,0.25847454,3.612e-6,0.0,176.0,0.0
8.0,9.0,0.26038638,0.001444,0.0,175.0,0.0
8.0,9.0,0.26383142,0.0005368,0.0,173.0,0.0
8.0,9.0,0.26605764,7.186e-9,0.0,171.0,0.0
8.0,9.0,0.26691696,0.0002604,0.0,171.0,0.0
8.0,9.0,0.27145962,0.001993,0.0,168.0,0.0
8.0,9.0,0.2730115,0.001197,0.0,167.0,0.0
8.0,9.0,0.27389452,0.00368,0.0,166.0,0.0
8.0,9.0,0.27475886,0.0008846,0.0,166.0,0.0
8.0,9.0,0.27648753,1.08e-5,0.0,165.0,0.0
8.0,9.0,0.27792323,0.0005398,0.0,164.0,0.0
8.0,9.0,0.28057319,0.00351,0.0,162.0,0.0
8.0,9.0,0.28237612,0.0002312,0.0,161.0,0.0
8.0,9.0,0.28442647,0.002331,0.0,160.0,0.0
8.0,9.0,0.28497733,1.967e-5,0.0,160.0,0.0
8.0,9.0,0.28686046,0.008421,0.0,159.0,0.0
8.0,9.0,0.28849208,0.0006944,0.0,158.0,0.0
8.0,9.0,0.29241098,0.005491,0.0,156.0,0.0
8.0,9.0,0.29734776,1.594e-5,0.0,153.0,0.0
8.0,9.0,0.29759608,0.01397,0.0,153.0,0.0
8.0,9.0,0.2999312,3.914e-11,0.0,152.0,0.0
8.0,9.0,0.30302312,0.01583,0.0,150.0,0.0
8.0,9.0,0.30428523,0.005485,0.0,150.0,0.0
8.0,9.0,0.30566397,0.00248,0.0,149.0,0.0
8.0,9.0,0.30720902,8.707e-5,0.0,148.0,0.0
8.0,9.0,0.30803463,0.002154,0.0,148.0,0.0
8.0,9.0,0.30859688,2.72e-5,0.0,148.0,0.0
8.0,9.0,0.3098526,0.01985,0.0,147.0,0.0
8.0,9.0,0.31344982,0.0005452,0.0,145.0,0.0
8.0,9.0,0.31677412,0.000507,0.0,144.0,0.0
8.0,9.0,0.31752227,0.002045,0.0,143.0,0.0
8.0,9.0,0.31817519,5.322e-5,0.0,143.0,0.0
8.0,9.0,0.31942636,0.000337,0.0,143.0,0.0
8.0,9.0,0.32221711,2.503e-6,0.0,141.0,0.0
8.0,9.0,0.32760588,0.001273,0.0,139.0,0.0
8.0,9.0,0.33417474,0.0003748,0.0,136.0,0.0
8.0,9.0,0.3365422,7.584e-6,0.0,135.0,0.0
8.0,9.0,0.34037772,3.292e-5,0.0,134.0,0.0
8.0,9.0,0.3423219,8.597e-5,0.0,133.0,0.0
8.0,9.0,0.34373664,2.627e-6,0.0,133.0,0.0
8.0,9.0,0.34589589,2.702e-7,0.0,132.0,0.0
8.0,9.0,0.3480287,8.197e-6,0.0,131.0,0.0
8.0,9.0,0.35425265,0.001593,0.0,129.0,0.0
8.0,9.0,0.35712222,0.001827,0.0,128.0,0.0
8.0,9.0,0.36910445,1.989e-6,0.0,123.0,0.0
8.0,9.0,0.37187561,5.93e-5,0.0,122.0,0.0
8.0,9.0,0.38026837,3.804e-5,0.0,120.0,0.0
8.0,9.0,0.38423283,0.004089,0.0,119.0,0.0
8.0,9.0,0.38795398,0.0005872,0.0,117.0,0.0
8.0,9.0,0.3907584,0.0005593,0.0,117.0,0.0
8.0,9.0,0.39598496,0.0177,0.0,115.0,0.0
8.0,9.0,0.39988154,0.003089,0.0,114.0,0.0
8.0,9.0,0.404,0.0007106,0.0,113.0,0.0
8.0,9.0,0.41079212,2.047e-5,0.0,111.0,0.0
8.0,9.0,0.42052033,2.722e-5,0.0,108.0,0.0
8.0,9.0,0.43370817,7.007e-5,0.0,105.0,0.0
8.0,9.0,0.44235836,0.0005019,0.0,103.0,0.0
8.0,9.0,0.44741178,7.664e-6,0.0,102.0,0.0
8.0,9.0,0.45176307,9.776e-5,0.0,101.0,0.0
8.0,9.0,0.457792,2.745e-5,0.0,100.0,0.0
8.0,9.0,0.46793439,5.857e-5,0.0,97.0,0.0
8.0,9.0,0.47401572,4.318e-5,0.0,96.0,0.0
8.0,9.0,0.51116391,3.369e-6,0.0,89.0,0.0
8.0,9.0,0.52282994,2.956e-8,0.0,87.0,0.0
8.0,9.0,0.53417838,7.925e-6,0.0,85.0,0.0
